id	company_id	ogrn	inn	full_name	share	share_percent
4481	19709	1020300752493	0314003563	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МУХОРШИБИРСКИЙ РАЙОН" РЕСПУБЛИКИ БУРЯТИЯ		
4482	19711	1020300752493	0314003563	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МУХОРШИБИРСКИЙ РАЙОН" РЕСПУБЛИКИ БУРЯТИЯ		
4483	19712	1020300752493	0314003563	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МУХОРШИБИРСКИЙ РАЙОН" РЕСПУБЛИКИ БУРЯТИЯ		
4484	19713	1020300979820	0323055529	МИНИСТЕРСТВО ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ БУРЯТИЯ		
4485	19715	1020300974870	0323080765	МИНИСТЕРСТВО СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ РЕСПУБЛИКИ БУРЯТИЯ		
4486	19716	1020300752493	0314003563	УПРАВЛЕНИЕ ОБРАЗОВАНИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "МУХОРШИБИРСКИЙ РАЙОН" РЕСПУБЛИКИ БУРЯТИЯ		
4487	19720	1023800731767	3802007912	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "ДРУЗА"	875500.00	0.85
4488	19721	1020300767739	0315001798	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4489	19722	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4490	19723	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4491	19724	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4492	19727	1020300974870	0323080765	МИНИСТЕРСТВО СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ РЕСПУБЛИКИ БУРЯТИЯ		
4493	19728	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4494	19729	1023801546163	3811051107	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГЕОЛОГИЧЕСКОЕ ПРЕДПРИЯТИЕ "СИБИРЬГЕОЛОГИЯ"	60000.00	
4495	19730	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4496	19731	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4497	19732	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4498	19733	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4499	19734	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4500	19735	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4501	19737	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4502	19738	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4503	19739	1020300767739	0315001791	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ОКИНСКИЙ РАЙОН"		
4504	19753	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4505	19753	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4506	19754	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4507	19754	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4508	19755	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4509	19755	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4510	19756	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4511	19756	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4512	19757	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4513	19757	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4514	19758	1020300779641	0316004202	ОАО "БАЙКАЛЬСКАЯ ЛЕСНАЯ КОМПАНИЯ"	4335.00	
4515	19759	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4516	19759	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4517	19760	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4518	19760	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4519	19761	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4520	19761	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4521	19762	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4522	19763	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4523	19764	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4524	19764	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4525	19765	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4526	19765	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4527	19766	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4528	19766	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4529	19767	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4530	19767	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4531	19768	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4532	19769	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4533	19769	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4534	19770	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4535	19770	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4536	19771	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4537	19771	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4538	19772	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4539	19772	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4540	19773	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4541	19773	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4542	19776	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4543	19776	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4544	19777	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4545	19777	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4546	19780	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4547	19780	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4548	19781	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4549	19781	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4550	19783	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4551	19785	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4552	19785	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4553	19786	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4554	19786	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4555	19787	1057749523523	7716539533	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТОЛИЦА СПЕЦ СТРОЙ"	10000.00	1.00
4556	19788	1070326000161	0323825721	РЕСПУБЛИКАНСКОЕ АГЕНТСТВО ЗАНЯТОСТИ НАСЕЛЕНИЯ		
4557	19789	1020300973010	0323057290	МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ БУРЯТИЯ		
4558	19790	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4559	19790	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4560	19792	1020300979820	0323055529	МИНИСТЕРСТВО ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ БУРЯТИЯ		
4561	19793	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4562	19793	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4563	19794	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
16894	95276	1031900757767	1905008061	АДМИНИСТРАЦИЯ АСКИЗСКОГО РАЙОНА	0.00	
4564	19794	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4565	19795	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4566	19795	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4567	19796	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4568	19796	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4569	19799	1020300780675	0316002332	МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ КУЛЬТУРЫ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4570	19801	1020300891379	0323032345	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "ЗАУДИНСКИЙ МЕЛЬКОМБИНАТ"	13482.00	1.00
4571	19803	1020300780851	0316000021	ПРИБАЙКАЛЬСКОЕ РАЙОННОЕ ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО	27300.00	0.24
4572	19804	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4573	19805	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4574	19806	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4575	19807	1020300780554	0316002558	АДМИНИСТРАЦИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4576	19808	1020300780257	0316003248	КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ		
4577	19809	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4578	19809	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4579	19810	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4580	19810	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4581	19811	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4582	19811	1020300780257	0316003248	КОМИТЕТ ПО УПРАВЛЕНИЮ МУНИЦИПАЛЬНЫМ ИМУЩЕСТВОМ		
4583	19816	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4584	19816	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4585	19817	1020300974870	0323080765	МИНИСТЕРСТВО СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ РЕСПУБЛИКИ БУРЯТИЯ		
4586	19819	1020300780191	0316002300	МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ ПРИБАЙКАЛЬСКОГО РАЙОНА		
4587	19819	1020300780554	0316002558	ПРИБАЙКАЛЬСКАЯ РАЙОННАЯ АДМИНИСТРАЦИЯ		
4588	19827	1020300781082	0323093997	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "БАЙКАЛЬСКАЯ ЛЕСНАЯ КОМПАНИЯ"		
4589	19828	1020300781082	0323093997	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "БАЙКАЛЬСКАЯ ЛЕСНАЯ КОМПАНИЯ"		
4590	19837	1023801015589	3808009360	ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "ВОСТСИБЭЛЕКТРОМОНТАЖ"	1210000.00	
4591	19838	1020300974870	0323080765	МИНИСТЕРСТВО СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ РЕСПУБЛИКИ БУРЯТИЯ		
4592	19844	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4593	19846	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4594	19847	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4595	19848	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4596	19849	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4597	19850	1060326044811	0326036147	ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "КАПИТАЛЪ"	10010000.00	
4598	19851	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4599	19852	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4600	19853	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4601	19854	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4602	19855	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4603	19856	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4604	19858	1020300796196	0322002732	МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4605	19859	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4606	19860	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4607	19871	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"	799633.00	
4608	19871	1050301961566	0317006185	СЕВЕРОБАЙКАЛЬСКИЙ ГОРОДСКОЙ СОВЕТ ДЕПУТАТОВ МЕСТНОГО САМОУПРАВЛЕНИЯ		
4609	19898	1022401793336	0317000144	ОАО "БАМТОННЕЛЬСТРОЙ"	10000.00	
4610	19904	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4611	19906	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4612	19907	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4613	19908	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4614	19909	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4615	19910	1020300796526	0317001532	МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"		
4616	19911	1070326000161	0323825721	РЕСПУБЛИКАНСКОЕ АГЕНСТВО ЗАНЯТОСТИ НАСЕЛЕНИЯ		
4617	19912	1070326000161	0323825721	РЕСПУБЛИКАНСКОЕ АГЕНТСТВО ЗАНЯТОСТИ НАСЕЛЕНИЯ		
4618	19914	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4619	19915	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4620	19916	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4621	19917	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4622	19919	1020300796526	0317001532	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"РЕСПУБЛИКИ БУРЯТИЯ		
4623	19920	1020300796526	0317001532	МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ "СЕВЕРО-БАЙКАЛЬСКИЙ РАЙОН"		
4624	19925	1020300796196	0322002732	СЕВЕРОБАЙКАЛЬСКАЯ ГОРОДСКАЯ АДМИНИСТРАЦИЯ		
4625	19925	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4626	19925	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4627	19925	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4628	19930	1020300796196	0322002732	АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
4629	19932	1020300796196	0322002732	АДМИНИСТРАЦИЯ  МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ "ГОРОД СЕВЕРОБАЙКАЛЬСК"		
